Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
Midwest,MetropolitanArea,13,12,451.09
South,MetropolitanArea,15,9,268.38
South,MetropolitanArea,20,12,403.61
South,MetropolitanArea,31,12,569.8
West,NotMetropolitanArea,32,13,830.96
West,MetropolitanArea,1,16,515.79
South,NotMetropolitanArea,23,12,370.37
West,NotMetropolitanArea,11,18,783.48
South,MetropolitanArea,6,13,474.83
South,MetropolitanArea,9,15,1187.08
Northeast,MetropolitanArea,22,12,379.87
South,MetropolitanArea,31,13,830.96
Midwest,MetropolitanArea,19,16,702.75
South,MetropolitanArea,17,0,166.19
West,MetropolitanArea,11,9,412.77
Northeast,MetropolitanArea,21,18,1161.0
South,NotMetropolitanArea,19,12,185.19
South,MetropolitanArea,21,17,598.29
Midwest,MetropolitanArea,4,16,664.77
Midwest,MetropolitanArea,43,12,123.46
Midwest,MetropolitanArea,13,12,641.03
South,MetropolitanArea,35,10,469.14
West,NotMetropolitanArea,10,12,931.07
South,MetropolitanArea,2,12,318.52
South,MetropolitanArea,11,13,474.83
South,MetropolitanArea,9,16,569.8
Midwest,MetropolitanArea,18,14,593.54
West,MetropolitanArea,14,18,902.18
Midwest,MetropolitanArea,10,18,2374.15
West,MetropolitanArea,11,12,284.9
South,MetropolitanArea,14,16,830.96
South,MetropolitanArea,56,0,259.92
West,MetropolitanArea,0,18,474.83
Midwest,MetropolitanArea,54,7,150.56
Midwest,MetropolitanArea,9,14,261.16
Northeast,MetropolitanArea,8,17,546.06
South,MetropolitanArea,4,9,142.45
Midwest,MetropolitanArea,33,11,212.62
Northeast,MetropolitanArea,37,8,742.57
South,MetropolitanArea,20,12,294.19
West,MetropolitanArea,1,16,854.7
West,MetropolitanArea,6,12,1381.77
Northeast,MetropolitanArea,46,8,973.41
South,MetropolitanArea,24,12,807.22
Northeast,MetropolitanArea,1,12,298.06
South,NotMetropolitanArea,16,12,471.04
South,MetropolitanArea,2,12,164.61
West,MetropolitanArea,11,18,546.06
South,NotMetropolitanArea,7,16,968.29
South,MetropolitanArea,24,15,713.77
Midwest,MetropolitanArea,10,16,427.35
Midwest,MetropolitanArea,20,13,902.18
Midwest,MetropolitanArea,9,11,666.48
Northeast,NotMetropolitanArea,44,10,379.87
West,NotMetropolitanArea,10,11,342.94
South,MetropolitanArea,7,16,569.8
West,MetropolitanArea,19,14,1124.95
West,NotMetropolitanArea,15,12,292.02
Midwest,MetropolitanArea,10,16,807.22
South,MetropolitanArea,16,12,712.25
Midwest,NotMetropolitanArea,4,12,234.0
South,MetropolitanArea,10,17,854.7
South,MetropolitanArea,18,16,712.25
West,MetropolitanArea,7,12,282.53
Northeast,MetropolitanArea,44,8,712.25
Northeast,MetropolitanArea,32,12,484.14
West,NotMetropolitanArea,44,6,474.83
Northeast,MetropolitanArea,7,12,379.87
Northeast,MetropolitanArea,24,18,1414.61
Midwest,NotMetropolitanArea,23,12,759.73
South,MetropolitanArea,11,13,237.42
West,MetropolitanArea,4,15,514.4
Midwest,MetropolitanArea,6,12,740.74
West,NotMetropolitanArea,36,12,1187.08
West,MetropolitanArea,27,15,756.17
Northeast,NotMetropolitanArea,15,12,395.47
West,MetropolitanArea,16,12,370.37
South,NotMetropolitanArea,8,12,356.13
Northeast,MetropolitanArea,22,16,574.22
Midwest,MetropolitanArea,24,12,593.54
West,NotMetropolitanArea,4,13,192.04
South,NotMetropolitanArea,41,8,89.79
South,MetropolitanArea,48,12,349.79
West,MetropolitanArea,5,16,1709.4
Midwest,MetropolitanArea,12,12,205.76
West,MetropolitanArea,27,6,165.43
Midwest,MetropolitanArea,11,16,735.99
South,MetropolitanArea,12,16,536.56
Northeast,MetropolitanArea,17,10,712.25
South,MetropolitanArea,19,13,1044.63
Northeast,MetropolitanArea,19,18,296.3
Midwest,MetropolitanArea,45,12,680.75
South,NotMetropolitanArea,16,16,1353.28
Midwest,NotMetropolitanArea,19,12,427.35
West,NotMetropolitanArea,18,16,745.88
South,MetropolitanArea,4,16,593.54
Northeast,MetropolitanArea,26,12,641.03
Midwest,NotMetropolitanArea,7,12,472.39
South,MetropolitanArea,23,16,2184.24
South,MetropolitanArea,30,12,1139.6
South,MetropolitanArea,15,14,534.09
West,MetropolitanArea,16,12,240.3
Northeast,MetropolitanArea,16,12,347.82
South,MetropolitanArea,41,12,546.06
Northeast,MetropolitanArea,47,11,641.03
South,MetropolitanArea,38,12,441.05
South,MetropolitanArea,32,10,427.35
Midwest,MetropolitanArea,8,12,427.35
Midwest,MetropolitanArea,15,12,1115.86
South,MetropolitanArea,9,11,401.48
Midwest,MetropolitanArea,2,10,170.94
Midwest,MetropolitanArea,25,12,326.03
South,MetropolitanArea,5,12,498.58
South,MetropolitanArea,41,16,261.16
South,MetropolitanArea,1,17,320.99
Midwest,MetropolitanArea,8,13,175.69
Northeast,NotMetropolitanArea,13,14,997.15
West,MetropolitanArea,26,16,641.45
Northeast,NotMetropolitanArea,35,12,604.49
South,NotMetropolitanArea,10,12,310.73
South,MetropolitanArea,29,9,234.81
Midwest,MetropolitanArea,19,12,498.58
Northeast,NotMetropolitanArea,40,9,374.53
Midwest,NotMetropolitanArea,27,12,415.15
Midwest,MetropolitanArea,4,12,375.31
South,MetropolitanArea,30,13,617.28
West,MetropolitanArea,25,4,189.93
South,MetropolitanArea,7,12,569.8
Northeast,MetropolitanArea,15,18,973.41
South,MetropolitanArea,7,17,522.32
South,MetropolitanArea,22,14,548.25
Midwest,MetropolitanArea,16,17,1204.72
South,MetropolitanArea,22,12,332.38
South,MetropolitanArea,6,9,112.35
West,MetropolitanArea,37,12,474.83
West,MetropolitanArea,30,16,1899.34
Northeast,MetropolitanArea,17,10,522.32
Midwest,MetropolitanArea,10,14,997.15
Northeast,MetropolitanArea,7,12,712.25
South,MetropolitanArea,20,12,301.52
Midwest,MetropolitanArea,1,12,185.19
South,NotMetropolitanArea,12,12,565.05
South,MetropolitanArea,32,12,735.99
Midwest,MetropolitanArea,18,12,854.7
West,NotMetropolitanArea,16,12,453.99
Midwest,MetropolitanArea,2,15,522.32
Northeast,MetropolitanArea,43,18,168.83
Midwest,NotMetropolitanArea,28,12,297.82
West,MetropolitanArea,1,12,165.43
South,NotMetropolitanArea,17,12,664.77
Northeast,NotMetropolitanArea,0,15,569.8
Northeast,MetropolitanArea,2,17,451.09
West,MetropolitanArea,33,12,452.67
Midwest,MetropolitanArea,11,12,949.67
Midwest,MetropolitanArea,22,13,743.16
South,MetropolitanArea,6,17,788.75
Northeast,MetropolitanArea,17,12,427.35
South,MetropolitanArea,15,18,906.93
South,MetropolitanArea,12,9,277.78
Northeast,MetropolitanArea,31,16,1780.63
South,NotMetropolitanArea,27,12,878.44
Midwest,MetropolitanArea,11,12,714.87
Northeast,MetropolitanArea,7,16,664.77
Midwest,MetropolitanArea,7,13,593.54
Northeast,MetropolitanArea,2,12,197.53
West,MetropolitanArea,40,12,1187.08
Midwest,NotMetropolitanArea,43,12,296.3
South,NotMetropolitanArea,3,12,237.42
Northeast,MetropolitanArea,21,8,178.06
South,NotMetropolitanArea,13,15,453.47
Northeast,MetropolitanArea,18,13,432.1
South,MetropolitanArea,37,13,1068.38
South,NotMetropolitanArea,10,10,285.11
South,MetropolitanArea,15,18,795.35
South,MetropolitanArea,18,18,1089.32
Northeast,MetropolitanArea,10,18,902.18
Midwest,MetropolitanArea,16,13,148.15
South,MetropolitanArea,2,12,301.52
Midwest,MetropolitanArea,11,12,949.67
Northeast,MetropolitanArea,28,12,689.96
South,MetropolitanArea,16,16,1006.32
South,MetropolitanArea,10,12,118.71
South,MetropolitanArea,34,5,427.35
Northeast,NotMetropolitanArea,11,12,925.93
Midwest,MetropolitanArea,15,12,789.53
South,NotMetropolitanArea,18,14,379.87
West,MetropolitanArea,23,12,617.28
West,NotMetropolitanArea,24,16,1282.05
Midwest,MetropolitanArea,12,12,546.06
Midwest,NotMetropolitanArea,17,11,455.84
West,MetropolitanArea,19,12,498.58
West,NotMetropolitanArea,16,14,602.78
West,MetropolitanArea,21,16,605.41
South,MetropolitanArea,19,13,949.67
West,MetropolitanArea,40,10,451.09
Northeast,MetropolitanArea,42,16,1068.38
South,NotMetropolitanArea,17,12,544.66
South,NotMetropolitanArea,3,13,328.34
Northeast,MetropolitanArea,8,16,821.46
Northeast,MetropolitanArea,40,12,678.7
Midwest,MetropolitanArea,10,18,756.93
Midwest,MetropolitanArea,30,18,641.03
South,MetropolitanArea,3,18,807.22
West,MetropolitanArea,24,12,830.96
Northeast,MetropolitanArea,12,12,437.24
South,MetropolitanArea,1,12,195.47
Northeast,MetropolitanArea,5,17,437.24
Midwest,NotMetropolitanArea,15,16,954.42
Midwest,NotMetropolitanArea,22,12,688.51
Northeast,MetropolitanArea,7,16,712.25
Midwest,MetropolitanArea,12,12,715.81
Northeast,MetropolitanArea,2,16,546.06
Midwest,NotMetropolitanArea,18,12,890.0
South,MetropolitanArea,14,18,783.48
Midwest,MetropolitanArea,5,16,688.51
South,NotMetropolitanArea,11,12,261.16
South,MetropolitanArea,31,12,237.42
West,NotMetropolitanArea,22,18,189.93
South,NotMetropolitanArea,32,12,593.54
West,MetropolitanArea,13,16,956.24
Northeast,MetropolitanArea,12,12,569.8
West,NotMetropolitanArea,10,14,712.25
South,MetropolitanArea,14,12,205.76
Northeast,MetropolitanArea,27,12,456.79
Northeast,MetropolitanArea,0,12,316.87
Northeast,MetropolitanArea,24,14,1068.38
West,MetropolitanArea,24,12,288.07
West,MetropolitanArea,18,14,327.64
Midwest,NotMetropolitanArea,41,12,403.61
South,MetropolitanArea,37,10,256.41
South,MetropolitanArea,24,16,1899.34
Midwest,MetropolitanArea,21,13,712.25
Northeast,NotMetropolitanArea,18,3,403.61
Northeast,MetropolitanArea,24,12,664.77
South,MetropolitanArea,31,12,970.06
West,MetropolitanArea,31,7,366.81
Midwest,NotMetropolitanArea,36,18,569.8
West,NotMetropolitanArea,41,9,1234.57
South,NotMetropolitanArea,3,12,403.61
South,NotMetropolitanArea,10,10,356.13
Northeast,MetropolitanArea,48,12,308.64
Northeast,MetropolitanArea,13,18,555.56
West,MetropolitanArea,20,14,2374.15
West,MetropolitanArea,5,16,522.32
Northeast,MetropolitanArea,41,16,807.22
West,MetropolitanArea,11,14,712.25
Midwest,MetropolitanArea,24,13,641.03
Northeast,NotMetropolitanArea,15,14,593.54
West,MetropolitanArea,28,9,287.42
Midwest,MetropolitanArea,7,12,113.38
South,MetropolitanArea,2,18,493.83
Midwest,MetropolitanArea,25,12,752.18
South,MetropolitanArea,13,12,759.73
West,MetropolitanArea,1,13,427.35
South,MetropolitanArea,9,16,451.09
West,MetropolitanArea,10,16,902.18
South,MetropolitanArea,26,12,807.22
South,MetropolitanArea,24,18,604.69
South,MetropolitanArea,5,10,284.9
Midwest,NotMetropolitanArea,7,13,593.54
West,MetropolitanArea,27,18,783.48
West,MetropolitanArea,5,12,284.9
South,MetropolitanArea,8,12,617.28
Northeast,NotMetropolitanArea,36,12,583.33
West,MetropolitanArea,19,15,712.25
South,MetropolitanArea,16,12,474.83
Northeast,MetropolitanArea,8,12,759.73
Midwest,MetropolitanArea,2,16,226.97
South,MetropolitanArea,15,16,789.22
Northeast,MetropolitanArea,18,12,1851.85
South,MetropolitanArea,18,12,474.83
Northeast,NotMetropolitanArea,9,12,379.87
Northeast,MetropolitanArea,9,11,356.13
South,NotMetropolitanArea,21,7,314.69
Midwest,MetropolitanArea,20,11,569.8
Midwest,MetropolitanArea,23,16,1412.73
South,MetropolitanArea,18,16,712.25
Midwest,MetropolitanArea,7,16,842.92
Northeast,MetropolitanArea,1,16,1377.02
Northeast,MetropolitanArea,27,14,854.7
West,NotMetropolitanArea,1,12,306.65
South,MetropolitanArea,28,14,307.06
West,MetropolitanArea,43,12,1282.05
South,MetropolitanArea,46,4,679.01
Northeast,MetropolitanArea,44,13,712.25
South,MetropolitanArea,11,12,712.25
Northeast,NotMetropolitanArea,6,12,493.83
West,NotMetropolitanArea,13,18,531.81
South,MetropolitanArea,4,12,308.64
Midwest,NotMetropolitanArea,19,12,546.06
South,NotMetropolitanArea,18,12,261.16
West,MetropolitanArea,34,12,1899.34
Northeast,MetropolitanArea,13,16,1163.34
West,NotMetropolitanArea,12,18,1697.72
South,MetropolitanArea,20,12,525.35
Northeast,MetropolitanArea,7,16,712.25
Northeast,NotMetropolitanArea,4,12,308.64
Northeast,MetropolitanArea,30,18,1068.38
West,NotMetropolitanArea,1,14,189.93
Northeast,MetropolitanArea,37,8,909.88
Midwest,MetropolitanArea,26,12,546.06
Midwest,MetropolitanArea,19,18,2374.15
South,NotMetropolitanArea,6,12,271.03
South,MetropolitanArea,42,8,154.32
South,MetropolitanArea,4,16,664.77
Northeast,NotMetropolitanArea,6,18,641.03
Midwest,NotMetropolitanArea,26,14,968.3
Midwest,NotMetropolitanArea,11,12,515.59
South,MetropolitanArea,7,12,415.48
South,MetropolitanArea,0,15,170.37
West,MetropolitanArea,19,12,474.83
Northeast,NotMetropolitanArea,10,10,427.35
Midwest,MetropolitanArea,1,16,273.03
Northeast,MetropolitanArea,15,15,356.13
Northeast,MetropolitanArea,13,12,498.58
Midwest,MetropolitanArea,21,12,712.25
West,MetropolitanArea,43,12,712.25
Midwest,MetropolitanArea,15,14,807.22
Midwest,NotMetropolitanArea,3,15,474.83
West,NotMetropolitanArea,5,16,510.45
South,MetropolitanArea,10,12,1044.63
Midwest,MetropolitanArea,7,12,567.43
South,NotMetropolitanArea,35,12,403.61
Northeast,MetropolitanArea,5,18,1234.57
Midwest,NotMetropolitanArea,17,16,771.6
South,MetropolitanArea,40,8,1050.12
Midwest,MetropolitanArea,41,12,759.73
Midwest,MetropolitanArea,14,12,409.07
Northeast,MetropolitanArea,29,12,735.99
Midwest,MetropolitanArea,1,12,308.64
Northeast,NotMetropolitanArea,27,12,830.96
South,MetropolitanArea,7,18,300.59
West,MetropolitanArea,0,13,87.96
Northeast,MetropolitanArea,38,4,252.4
South,NotMetropolitanArea,29,12,842.83
South,MetropolitanArea,37,8,709.88
Northeast,MetropolitanArea,24,18,1709.4
South,NotMetropolitanArea,24,13,847.25
West,MetropolitanArea,15,14,712.25
West,MetropolitanArea,18,11,368.0
South,MetropolitanArea,6,12,569.8
Northeast,MetropolitanArea,13,18,569.8
South,MetropolitanArea,29,8,498.58
Midwest,MetropolitanArea,9,12,522.32
Midwest,NotMetropolitanArea,13,14,409.35
Midwest,NotMetropolitanArea,25,13,522.32
Northeast,MetropolitanArea,30,9,427.35
Midwest,MetropolitanArea,8,12,284.9
West,MetropolitanArea,23,11,830.96
West,NotMetropolitanArea,6,17,379.87
Northeast,NotMetropolitanArea,13,13,712.25
West,MetropolitanArea,9,16,404.94
West,MetropolitanArea,6,10,237.42
West,MetropolitanArea,38,14,332.38
Northeast,MetropolitanArea,3,12,451.09
Midwest,NotMetropolitanArea,6,12,474.83
Northeast,MetropolitanArea,42,12,439.22
Midwest,MetropolitanArea,41,10,617.28
Northeast,MetropolitanArea,18,16,1234.57
Midwest,MetropolitanArea,7,12,475.02
Midwest,MetropolitanArea,22,16,581.03
West,MetropolitanArea,51,12,1111.11
Midwest,NotMetropolitanArea,6,11,259.26
Midwest,MetropolitanArea,35,12,393.78
Midwest,NotMetropolitanArea,8,12,442.83
Midwest,MetropolitanArea,11,16,474.83
South,NotMetropolitanArea,17,10,474.83
South,MetropolitanArea,3,11,94.97
Midwest,MetropolitanArea,34,16,617.28
West,NotMetropolitanArea,14,15,973.41
Northeast,NotMetropolitanArea,14,15,1929.01
South,NotMetropolitanArea,14,18,712.25
Northeast,MetropolitanArea,20,18,1092.12
Midwest,MetropolitanArea,10,12,634.92
Midwest,MetropolitanArea,21,17,399.32
West,MetropolitanArea,3,15,185.19
Midwest,MetropolitanArea,2,18,333.57
West,NotMetropolitanArea,15,15,427.35
South,MetropolitanArea,34,12,1709.4
Northeast,MetropolitanArea,10,12,771.6
Northeast,MetropolitanArea,24,13,548.7
West,NotMetropolitanArea,4,16,218.02
South,NotMetropolitanArea,4,13,249.29
West,MetropolitanArea,33,13,781.89
Midwest,MetropolitanArea,3,16,556.77
Northeast,NotMetropolitanArea,6,13,284.9
Northeast,MetropolitanArea,36,11,830.96
South,NotMetropolitanArea,14,12,170.94
South,NotMetropolitanArea,33,17,949.67
Midwest,MetropolitanArea,12,10,411.52
South,MetropolitanArea,18,18,1661.92
Midwest,MetropolitanArea,19,18,1068.38
West,MetropolitanArea,19,16,854.7
South,MetropolitanArea,5,13,484.33
South,MetropolitanArea,22,12,664.77
Midwest,MetropolitanArea,33,12,617.28
Northeast,MetropolitanArea,16,12,237.42
South,MetropolitanArea,4,12,474.83
West,NotMetropolitanArea,36,10,712.25
South,NotMetropolitanArea,35,9,189.3
Midwest,MetropolitanArea,6,14,543.68
South,MetropolitanArea,29,9,296.3
Midwest,MetropolitanArea,34,12,712.25
South,MetropolitanArea,2,12,226.0
West,MetropolitanArea,8,12,569.8
Midwest,MetropolitanArea,33,12,691.36
South,MetropolitanArea,15,12,926.64
Northeast,MetropolitanArea,14,16,2374.15
Northeast,MetropolitanArea,18,12,1661.92
South,NotMetropolitanArea,27,12,289.65
South,MetropolitanArea,31,12,170.94
Northeast,MetropolitanArea,9,17,949.67
Northeast,MetropolitanArea,22,16,1313.89
South,NotMetropolitanArea,10,12,451.09
Northeast,MetropolitanArea,19,14,783.48
South,NotMetropolitanArea,13,12,759.73
West,MetropolitanArea,50,12,456.79
Northeast,MetropolitanArea,23,16,377.91
West,MetropolitanArea,0,12,282.19
South,MetropolitanArea,22,12,949.67
Northeast,MetropolitanArea,28,9,474.83
Midwest,NotMetropolitanArea,9,12,249.29
Northeast,MetropolitanArea,22,12,432.69
South,NotMetropolitanArea,15,12,481.84
West,NotMetropolitanArea,9,11,334.36
South,MetropolitanArea,10,18,1103.51
Midwest,NotMetropolitanArea,35,12,356.13
West,MetropolitanArea,7,12,418.68
West,MetropolitanArea,9,14,593.54
West,MetropolitanArea,47,8,543.53
Midwest,NotMetropolitanArea,44,12,498.58
Midwest,MetropolitanArea,9,12,445.16
South,NotMetropolitanArea,13,13,617.28
Midwest,MetropolitanArea,19,13,867.59
South,MetropolitanArea,5,12,170.94
West,MetropolitanArea,14,13,432.1
Midwest,NotMetropolitanArea,13,18,695.63
Northeast,MetropolitanArea,35,15,493.83
South,NotMetropolitanArea,11,12,712.25
Midwest,MetropolitanArea,11,18,2374.15
West,MetropolitanArea,10,16,273.03
West,MetropolitanArea,31,12,830.96
Northeast,MetropolitanArea,27,12,569.8
Midwest,MetropolitanArea,24,12,1032.76
South,NotMetropolitanArea,20,13,581.94
Northeast,NotMetropolitanArea,12,12,795.35
Northeast,MetropolitanArea,13,12,356.13
Midwest,NotMetropolitanArea,16,17,536.77
Northeast,MetropolitanArea,37,8,356.1
Midwest,MetropolitanArea,13,17,593.54
South,MetropolitanArea,8,17,617.28
Northeast,MetropolitanArea,5,16,522.32
Midwest,MetropolitanArea,31,11,1075.42
West,NotMetropolitanArea,29,12,546.06
Midwest,NotMetropolitanArea,22,12,725.66
West,NotMetropolitanArea,14,16,403.61
South,MetropolitanArea,7,12,236.63
South,NotMetropolitanArea,23,12,403.61
West,MetropolitanArea,23,12,313.87
West,NotMetropolitanArea,44,13,617.28
Midwest,MetropolitanArea,33,13,513.39
West,NotMetropolitanArea,46,12,480.11
West,MetropolitanArea,28,4,356.13
West,NotMetropolitanArea,15,14,165.43
Northeast,NotMetropolitanArea,43,10,556.77
West,MetropolitanArea,0,13,158.28
South,MetropolitanArea,37,13,582.99
Midwest,NotMetropolitanArea,49,6,949.67
Northeast,NotMetropolitanArea,39,12,593.54
West,MetropolitanArea,32,17,1187.08
Midwest,MetropolitanArea,45,9,474.83
South,NotMetropolitanArea,8,12,664.77
Midwest,MetropolitanArea,39,16,664.77
South,MetropolitanArea,2,12,261.16
Midwest,MetropolitanArea,7,17,705.47
West,MetropolitanArea,6,16,529.1
South,NotMetropolitanArea,14,14,522.32
Northeast,MetropolitanArea,12,18,1559.83
Midwest,NotMetropolitanArea,17,18,884.83
Northeast,MetropolitanArea,4,12,366.67
Midwest,NotMetropolitanArea,10,12,183.38
Northeast,MetropolitanArea,4,16,154.32
West,MetropolitanArea,13,14,356.13
Midwest,MetropolitanArea,24,11,1234.57
West,MetropolitanArea,26,7,830.96
Midwest,MetropolitanArea,34,12,830.96
West,MetropolitanArea,25,7,771.6
Northeast,MetropolitanArea,6,12,204.18
South,NotMetropolitanArea,2,12,213.68
Northeast,MetropolitanArea,31,18,1020.89
Midwest,MetropolitanArea,26,14,830.96
West,NotMetropolitanArea,10,16,593.54
South,MetropolitanArea,24,14,843.52
South,NotMetropolitanArea,42,8,830.96
West,NotMetropolitanArea,3,14,451.09
Midwest,NotMetropolitanArea,13,12,325.26
West,MetropolitanArea,24,12,593.54
West,NotMetropolitanArea,14,18,1258.31
Midwest,MetropolitanArea,10,13,451.09
South,MetropolitanArea,6,16,688.51
South,NotMetropolitanArea,30,5,712.25
South,NotMetropolitanArea,38,8,1139.6
Midwest,NotMetropolitanArea,12,12,141.09
South,MetropolitanArea,10,12,575.97
South,MetropolitanArea,12,16,1305.79
Midwest,MetropolitanArea,10,17,405.13
South,MetropolitanArea,3,14,261.16
Midwest,MetropolitanArea,33,12,830.96
South,NotMetropolitanArea,15,8,498.58
Northeast,MetropolitanArea,1,12,106.84
Midwest,MetropolitanArea,12,12,451.09
Northeast,MetropolitanArea,21,10,939.35
West,MetropolitanArea,19,16,712.25
South,NotMetropolitanArea,25,13,1187.08
South,MetropolitanArea,16,12,807.74
Midwest,MetropolitanArea,30,12,902.18
West,MetropolitanArea,10,12,474.83
Northeast,MetropolitanArea,4,12,522.32
Northeast,NotMetropolitanArea,36,11,2057.61
Midwest,NotMetropolitanArea,18,12,830.96
Midwest,MetropolitanArea,44,6,830.96
Northeast,NotMetropolitanArea,14,15,522.32
South,MetropolitanArea,46,12,142.45
West,NotMetropolitanArea,6,14,1108.59
Midwest,NotMetropolitanArea,22,12,237.42
South,MetropolitanArea,8,14,392.47
South,NotMetropolitanArea,21,12,498.58
West,NotMetropolitanArea,28,13,821.46
South,MetropolitanArea,13,4,219.8
Midwest,NotMetropolitanArea,3,13,569.8
West,MetropolitanArea,13,12,474.83
South,MetropolitanArea,8,12,234.57
West,NotMetropolitanArea,28,12,709.22
South,NotMetropolitanArea,24,12,617.28
